representation,layer,hand,split,n,r2,angular_error_deg,clf_accuracy
hidden_meanpool,34,minute,wrong,468,0.9438323237562238,7.661684289956704,0.9529914529914529
hidden_meanpool,35,minute,all,480,0.9404217608675843,7.650559007376432,0.9541666666666667
hidden_meanpool,35,minute,correct,12,-3.913959358547457e+30,6.326492329438527,1.0
hidden_meanpool,35,minute,wrong,468,0.940388559844082,7.6845094350158645,0.9529914529914529
hidden_meanpool,36,minute,all,480,0.9446784681053105,7.150278603370923,0.9645833333333333
hidden_meanpool,36,minute,correct,12,-5.323470207056989e+30,8.083206484715143,1.0
hidden_meanpool,36,minute,wrong,468,0.9450034393536455,7.126357375644148,0.9636752136752137
hidden_meanpool,0,hour,all,480,0.9168962239711913,9.466944668791257,0.9458333333333333
hidden_meanpool,0,hour,correct,134,0.8871180737290874,11.162379620680172,0.9104477611940298
hidden_meanpool,0,hour,wrong,346,0.9235941288415239,8.81033113251058,0.9595375722543352
hidden_meanpool,1,hour,all,480,0.9212225586374065,9.08421212027315,0.9541666666666667
hidden_meanpool,1,hour,correct,134,0.8944323005741852,10.223563155131558,0.9402985074626866
hidden_meanpool,1,hour,wrong,346,0.9271288873589563,8.642960563420473,0.9595375722543352
hidden_meanpool,2,hour,all,480,0.9232060952584047,9.025923160339396,0.9541666666666667
hidden_meanpool,2,hour,correct,134,0.8966853279309202,10.266049555878144,0.9402985074626866
hidden_meanpool,2,hour,wrong,346,0.929254987259022,8.545642995593175,0.9595375722543352
hidden_meanpool,3,hour,all,480,0.9216418619855904,8.979270876323183,0.9541666666666667
hidden_meanpool,3,hour,correct,134,0.8953515540033067,9.987207284614225,0.9402985074626866
hidden_meanpool,3,hour,wrong,346,0.9276614284897858,8.588914001435903,0.9595375722543352
hidden_meanpool,4,hour,all,480,0.9273860503993807,8.31557255461812,0.9583333333333334
hidden_meanpool,4,hour,correct,134,0.9028362981826737,9.017861473026564,0.9552238805970149
hidden_meanpool,4,hour,wrong,346,0.9328283740933678,8.04358782899173,0.9595375722543352
hidden_meanpool,5,hour,all,480,0.9276960197677739,8.296786674236257,0.9520833333333333
hidden_meanpool,5,hour,correct,134,0.9057245268712166,8.864753901068847,0.9328358208955224
hidden_meanpool,5,hour,wrong,346,0.931807467812635,8.076822488121904,0.9595375722543352
hidden_meanpool,6,hour,all,480,0.9303566411916361,8.191790705050032,0.9479166666666666
hidden_meanpool,6,hour,correct,134,0.9080469433912413,8.630241059545265,0.9328358208955224
hidden_meanpool,6,hour,wrong,346,0.9347312050209489,8.021986232499856,0.953757225433526
hidden_meanpool,7,hour,all,480,0.9316916169581192,8.127586245862767,0.9541666666666667
hidden_meanpool,7,hour,correct,134,0.9074191016505027,8.729021139998938,0.9402985074626866
hidden_meanpool,7,hour,wrong,346,0.9372794883621974,7.8946605932204355,0.9595375722543352
hidden_meanpool,8,hour,all,480,0.9357203524035673,8.101250072739397,0.9541666666666667
hidden_meanpool,8,hour,correct,134,0.9133327405135352,8.540240373184432,0.9402985074626866
hidden_meanpool,8,hour,wrong,346,0.9407790313631434,7.93123648817398,0.9595375722543352
hidden_meanpool,9,hour,all,480,0.9404812467466392,7.804963639688989,0.9541666666666667
hidden_meanpool,9,hour,correct,134,0.9191423785653225,7.976065920360052,0.9328358208955224
hidden_meanpool,9,hour,wrong,346,0.9457317400397778,7.738698594573605,0.9624277456647399
hidden_meanpool,10,hour,all,480,0.9390748872511645,7.743203212677812,0.95625
hidden_meanpool,10,hour,correct,134,0.9192252651815669,8.010235437706337,0.9477611940298507
hidden_meanpool,10,hour,wrong,346,0.9435793466865383,7.639786108186996,0.9595375722543352
hidden_meanpool,11,hour,all,480,0.9408659825123903,7.703857767853576,0.9583333333333334
hidden_meanpool,11,hour,correct,134,0.9198348826821513,8.395519413165193,0.9552238805970149
hidden_meanpool,11,hour,wrong,346,0.9462720486522394,7.435988806952545,0.9595375722543352
hidden_meanpool,12,hour,all,480,0.9377876487689695,8.30077023304378,0.9604166666666667
hidden_meanpool,12,hour,correct,134,0.9152540207921336,8.956451380430762,0.9552238805970149
hidden_meanpool,12,hour,wrong,346,0.9437109315794143,8.046835915847666,0.9624277456647399
hidden_meanpool,13,hour,all,480,0.9295817587183206,9.042619669421887,0.95625
hidden_meanpool,13,hour,correct,134,0.906429186318237,9.865582722336498,0.9552238805970149
hidden_meanpool,13,hour,wrong,346,0.9352085449852536,8.723899874362468,0.9566473988439307
hidden_meanpool,14,hour,all,480,0.9306645691480445,8.876012200179199,0.9583333333333334
hidden_meanpool,14,hour,correct,134,0.9044499065549108,10.515030868017853,0.9701492537313433
hidden_meanpool,14,hour,wrong,346,0.9384709613489344,8.24124774500469,0.953757225433526
hidden_meanpool,15,hour,all,480,0.926645006796556,9.1352147868524,0.9625
hidden_meanpool,15,hour,correct,134,0.8957454819696377,10.906460012962569,0.9701492537313433
hidden_meanpool,15,hour,wrong,346,0.9360320412534466,8.449241202173893,0.9595375722543352
hidden_meanpool,16,hour,all,480,0.9348212008705625,8.64751003968219,0.9666666666666667
hidden_meanpool,16,hour,correct,134,0.9086142834947584,10.072339605929246,0.9701492537313433
hidden_meanpool,16,hour,wrong,346,0.9429482892614354,8.095697433100959,0.9653179190751445
hidden_meanpool,17,hour,all,480,0.9367607916166287,8.366861753747799,0.9604166666666667
hidden_meanpool,17,hour,correct,134,0.9219039578832109,8.242919302698395,0.9701492537313433
hidden_meanpool,17,hour,wrong,346,0.9407813021256499,8.414862587391209,0.9566473988439307
hidden_meanpool,18,hour,all,480,0.9370300324713161,8.256569408811629,0.9729166666666667
hidden_meanpool,18,hour,correct,134,0.9254941822443927,8.3314856197407,0.9701492537313433
hidden_meanpool,18,hour,wrong,346,0.9399007821275348,8.227555616139677,0.9739884393063584
hidden_meanpool,19,hour,all,480,0.9451419567241419,7.586908850842155,0.9625
hidden_meanpool,19,hour,correct,134,0.9369950667273523,8.157130465578676,0.9701492537313433
hidden_meanpool,19,hour,wrong,346,0.946547961354897,7.3660715780829245,0.9595375722543352
hidden_meanpool,20,hour,all,480,0.9499536036393263,6.905816131147246,0.9625
hidden_meanpool,20,hour,correct,134,0.9448570544031347,6.4548137223542605,0.9626865671641791
hidden_meanpool,20,hour,wrong,346,0.9508200719166731,7.080481803916783,0.9624277456647399
hidden_meanpool,21,hour,all,480,0.9460864009737656,7.258045122299032,0.9666666666666667
hidden_meanpool,21,hour,correct,134,0.9413483195623773,6.894450365607416,0.9701492537313433
hidden_meanpool,21,hour,wrong,346,0.9461238489751398,7.3988592766246875,0.9653179190751445
hidden_meanpool,22,hour,all,480,0.9416788655062547,7.6131412018711355,0.95
hidden_meanpool,22,hour,correct,134,0.9367102603776758,7.492887479155811,0.9701492537313433
hidden_meanpool,22,hour,wrong,346,0.9415304325978335,7.659713452864932,0.9421965317919075
hidden_meanpool,23,hour,all,480,0.9386881991524652,7.8500389700134585,0.9479166666666666
hidden_meanpool,23,hour,correct,134,0.9342344856159512,7.186891140332863,0.9552238805970149
hidden_meanpool,23,hour,wrong,346,0.9379889266837922,8.106865008097852,0.9450867052023122
hidden_meanpool,24,hour,all,480,0.9398120392339698,7.650088895857334,0.95
hidden_meanpool,24,hour,correct,134,0.9352262671329785,7.192984810516016,0.9626865671641791
hidden_meanpool,24,hour,wrong,346,0.9393540244725636,7.827117645671602,0.9450867052023122
hidden_meanpool,25,hour,all,480,0.9392810034889698,7.763007673248648,0.9541666666666667
hidden_meanpool,25,hour,correct,134,0.934744415590149,7.542190356041067,0.9701492537313433
hidden_meanpool,25,hour,wrong,346,0.9394400713386517,7.8485265186411795,0.9479768786127167
hidden_meanpool,26,hour,all,480,0.936258110528619,7.957991813123226,0.95
hidden_meanpool,26,hour,correct,134,0.9338568595596357,7.431947552446109,0.9626865671641791
hidden_meanpool,26,hour,wrong,346,0.935218635143567,8.161719937200491,0.9450867052023122
hidden_meanpool,27,hour,all,480,0.9309351679421258,8.49081222070381,0.9395833333333333
hidden_meanpool,27,hour,correct,134,0.9272126520002026,8.11430910807937,0.9402985074626866
hidden_meanpool,27,hour,wrong,346,0.9308327159664299,8.636625564899402,0.9393063583815029
hidden_meanpool,28,hour,all,480,0.9278049569991166,8.656834829800452,0.9458333333333333
hidden_meanpool,28,hour,correct,134,0.9255371795316105,8.121789151163243,0.9552238805970149
hidden_meanpool,28,hour,wrong,346,0.9263439022005604,8.864049052162839,0.9421965317919075
hidden_meanpool,29,hour,all,480,0.9283241933120081,8.740491980609173,0.9354166666666667
hidden_meanpool,29,hour,correct,134,0.9247130633607976,8.43017543963532,0.9552238805970149
hidden_meanpool,29,hour,wrong,346,0.9274340403866407,8.860672375090376,0.9277456647398844
hidden_meanpool,30,hour,all,480,0.9311492037774197,8.83408780011038,0.93125
hidden_meanpool,30,hour,correct,134,0.9257830713830915,8.84049398507645,0.9402985074626866
hidden_meanpool,30,hour,wrong,346,0.9317033871840156,8.831606792059937,0.9277456647398844
hidden_meanpool,31,hour,all,480,0.9245213108755979,9.369337155421574,0.9479166666666666
hidden_meanpool,31,hour,correct,134,0.9212008230531368,9.393100012594195,0.9552238805970149
hidden_meanpool,31,hour,wrong,346,0.9236737027918143,9.360134199175532,0.9450867052023122
hidden_meanpool,32,hour,all,480,0.921169453757974,9.524936213965217,0.93125
hidden_meanpool,32,hour,correct,134,0.9277176997032484,8.690674945489684,0.9477611940298507
hidden_meanpool,32,hour,wrong,346,0.9167050488298112,9.848031618519324,0.9248554913294798
hidden_meanpool,33,hour,all,480,0.9135382380253618,9.926477765167753,0.9125
hidden_meanpool,33,hour,correct,134,0.9190699333584339,8.7375850997754,0.9104477611940298
hidden_meanpool,33,hour,wrong,346,0.9093857722377043,10.38691596505959,0.9132947976878613
hidden_meanpool,34,hour,all,480,0.90316066685625,10.348172602631772,0.9145833333333333
hidden_meanpool,34,hour,correct,134,0.9161553316404347,8.970337405133604,0.9253731343283582
hidden_meanpool,34,hour,wrong,346,0.8947951316259242,10.881785077963434,0.9104046242774566
hidden_meanpool,35,hour,all,480,0.9047339843424022,10.00685851808327,0.91875
hidden_meanpool,35,hour,correct,134,0.9061665956890512,9.43787506800979,0.917910447761194
hidden_meanpool,35,hour,wrong,346,0.9014566513719255,10.227216270423865,0.9190751445086706
hidden_meanpool,36,hour,all,480,0.9115299186550938,9.551437438900273,0.9208333333333333
hidden_meanpool,36,hour,correct,134,0.907145400351455,9.244123245353133,0.9328358208955224
hidden_meanpool,36,hour,wrong,346,0.9106372490458081,9.670455074551478,0.9161849710982659
vision_encoder,0,minute,all,480,0.9609521768887983,6.0503889548049,0.9604166666666667
vision_encoder,0,minute,correct,12,-2.2775655795065928e+30,5.304144382476807,1.0
vision_encoder,0,minute,wrong,468,0.9611592475366691,6.069523431018441,0.9594017094017094
vision_encoder,0,hour,all,480,0.9212385933176584,8.668262026955684,0.95
vision_encoder,0,hour,correct,134,0.9004585752196843,9.605767634377552,0.9402985074626866
vision_encoder,0,hour,wrong,346,0.9244625378578653,8.305181820613111,0.953757225433526
